Judul Ads,Grade Score - V3,Ad Spend,Impressions,3s View,50% View,Link Click,LP View,Conversions,Campaign Conversions,Revenue,Hook Quality,Content Quality,Clickability,LP Match Rate,RoAS CC,Ads Grade - V3,Hook Grade,Content Grade,Video Clickability Grade,LP Match Grade (REVISI),Offer Quality Grade,Reported V3
HERO - VID - Broll Pak Yanto Buat Superfood + Audio MV - Superfood,0%,"IDR 1,986.00",28,10,0,0,0,0,162,IDR 0.00,35.7142857143%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown Product (Angle Baru) - Dewi Yull x Pak Agus - POV Caregiver - Superfood,0%,IDR 265.00,10,2,0,0,0,0,162,IDR 0.00,20%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown Interactive 1 - Dewi Yull x Pak Agus - Superfood,0%,"IDR 2,111.00",21,6,0,0,0,0,162,IDR 0.00,28.5714285714%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
MOFU 25 - VID - Cust Compilation (Angle Pre-Diabet) - Kenapa Takut Kena Diabetes? - Metafiber,0%,IDR 337.00,10,6,0,1,1,0,451,IDR 0.00,60%,0%,10%,0%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown  - Pak Agus (POV Ibu Mida) - Superfood,0%,"IDR 2,271.00",40,13,3,1,0,0,162,IDR 0.00,32.5%,23.0769230769%,2.5%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown 2 - Pak Yanto - Testimoni Superfood Angle 1 - Superfood,0%,"IDR 1,980.00",34,14,4,1,0,0,162,IDR 0.00,41.1764705882%,28.5714285714%,2.9411764706%,,0%,⬛️⬛️⬛️ F,🟢 Good,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BE - Carousel - Punya Orang Tua Diabetes & Takut Kena Diabetes? (New Angle - Preventif) - Metafiber,0%,IDR 279.00,4,0,0,0,0,0,338,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BE - Carousel - Punya Orang Tua Diabetes & Takut Kena Diabetes? (New Angle - Preventif) - Superfood,0%,IDR 504.00,21,0,0,1,1,0,156,IDR 0.00,0%,,4.7619047619%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Bapak Muhammad Saleh - mGanik Memang Bagus - M3P,0%,"IDR 44,898.00",903,341,6,6,2,0,206,IDR 0.00,37.7630121816%,1.7595307918%,0.6644518272%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Expert - Cutdown 2 - dr. Kelvin - Perjalanan Menuju Remisi Pak Yanto (Journey to Remission),0%,"IDR 14,784.00",346,100,13,6,3,0,338,IDR 0.00,28.901734104%,13%,1.7341040462%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Kompilasi - VID - Cust Compilation (Angle Pre-Diabet) - Kenapa Takut Kena Diabetes? - Superfood,0%,"IDR 14,642.00",104,40,2,5,4,0,147,IDR 0.00,38.4615384615%,5%,4.8076923077%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"HERO - Motion - Pak Yanto (Bikin & Minum Metafiber) ""Saya Berhasil Lepas Insulin Setelah 10 Tahun Diabetes” - Metafiber",0%,IDR 31.00,1,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BPR - Motion - Solusi Enak Kontrol Gula Darah - Metafiber,0%,"IDR 26,210.00",289,114,69,9,3,0,451,IDR 0.00,39.446366782%,60.5263157895%,3.1141868512%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"HERO - Motion - Pak Yanto (Bikin & Minum Superfood) ""Saya Berhasil Lepas Insulin Setelah 10 Tahun Diabetes""",0%,"IDR 1,386.00",17,5,1,0,0,0,162,IDR 0.00,29.4117647059%,20%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
MOFU 50 - Carousel - Kompilasi Cust - Masih Ragu? - 3Peptide,0%,"IDR 18,462.00",248,0,0,3,0,0,178,IDR 0.00,0%,,1.2096774194%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown 2 - Pak Yanto - Testimoni Metafiber Angle 1 - Metafiber,0%,IDR 18.00,1,1,0,0,0,0,524,IDR 0.00,100%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - VID - Long Script 2 Superfood - Dewi Yull - Pesan untuk Keluarga Diabetesi - Superfood,0%,IDR 590.00,16,7,0,0,0,0,162,IDR 0.00,43.75%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BPR - Video AI - Minum Superfood Bisa Cabut Pohon Diabetes - Superfood,0%,IDR 213.00,26,8,5,0,0,0,147,IDR 0.00,30.7692307692%,62.5%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - VID - Long Script 2 Metafiber - Dewi Yull - Metafiber,0%,"IDR 17,853.00",218,76,13,3,1,0,524,IDR 0.00,34.8623853211%,17.1052631579%,1.376146789%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BPR - Video AI - Metafiber Nyedot Gula - Metafiber,0%,"IDR 4,635.00",41,11,7,2,2,0,451,IDR 0.00,26.8292682927%,63.6363636364%,4.8780487805%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 4 - Dewi Yull - Testimoni mGanik & Pesan untuk para penderita diabetes (SKU Diabetes),0%,"IDR 1,580.00",23,11,0,0,0,0,524,IDR 0.00,47.8260869565%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 4 - Dewi Yull - Testimoni mGanik & Pesan untuk para penderita diabetes (SKU Diabetes),0%,"IDR 6,761.00",78,21,2,1,1,0,162,IDR 0.00,26.9230769231%,9.5238095238%,1.2820512821%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 2 - Dewi Yull - Statement tentang pak yanto yang terbantu dengan Superfood - Superfood,0%,"IDR 4,246.00",34,15,0,0,0,0,162,IDR 0.00,44.1176470588%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"BPR - Carousel - Sarapan Nutrisi Lengkap, Imun Tubuh Terlindungi (Premix & Vitamin) - Superfood",0%,"IDR 4,488.00",49,0,0,0,0,0,147,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"HERO - Cutdown 7 - Mirroring IG - Pak Yanto, Dewi Yull & dr. Kelvin - Metafiber",0%,IDR 7.00,1,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BE - Carousel - 1 dari 3 Orang Diabetes Tidak Sadar Komplikasi (Fear - Komplikasi),0%,"IDR 3,441.00",96,2,2,4,0,0,156,IDR 0.00,2.0833333333%,100%,4.1666666667%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BE - Carousel - 1 dari 3 Orang Diabetes Tidak Sadar Komplikasi (Fear - Komplikasi),0%,"IDR 1,509.00",44,0,0,3,2,0,338,IDR 0.00,0%,,6.8181818182%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 3 - Dewi Yull - Statement bersyukur kondisi Pak Yanto Membaik Berkat mGanik - Superfood,0%,"IDR 8,909.00",67,13,1,0,0,0,162,IDR 0.00,19.4029850746%,7.6923076923%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 3 - Dewi Yull - Statement bersyukur kondisi Pak Yanto Membaik Berkat mGanik - Metafiber,0%,IDR 744.00,9,3,0,0,0,0,524,IDR 0.00,33.3333333333%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
A&P - Motion - Dewi Yull Suruh Beli mGanik Sekarang! - 3Peptide,0%,"IDR 15,647.00",249,73,46,3,2,0,195,IDR 0.00,29.3172690763%,63.0136986301%,1.2048192771%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - VID - Short Script 2 Superfood - Dewi Yull - Percaya Manfaatnya & Sudah Terbukti - Superfood,0%,"IDR 43,755.00",339,60,34,3,3,0,162,IDR 0.00,17.6991150442%,56.6666666667%,0.8849557522%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Bapak Novan Ardhiansyah - 3 Bulan Gula Darah Turun - Metafiber,0%,"IDR 5,636.00",111,44,5,0,0,0,524,IDR 0.00,39.6396396396%,11.3636363636%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 1 - Dewi Yull - Statement tentang Metafiber,0%,"IDR 2,674.00",52,13,0,0,0,0,524,IDR 0.00,25%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RTS - VID - Broll + VO - Bintang 5 di Marketplace - Metafiber,0%,"IDR 4,436.00",53,10,3,0,0,0,257,IDR 0.00,18.8679245283%,30%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 2 - Dewi Yull - Statement tentang Pak Yanto Terbantu dengan Metafiber - Metafiber,0%,"IDR 4,629.00",81,21,3,1,0,0,524,IDR 0.00,25.9259259259%,14.2857142857%,1.2345679012%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"RTS - VID - Dipercaya ribuan penderita hipertensi, apa yang bikin mGanik berbeda? - M3P",0%,"IDR 28,928.00",494,114,10,1,0,0,178,IDR 0.00,23.0769230769%,8.7719298246%,0.2024291498%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RTS - VID - Broll + VO - Bintang 5 di Marketplace - Superfood,0%,"IDR 2,493.00",19,3,0,0,0,0,88,IDR 0.00,15.7894736842%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown 1 - Dewi Yull - Statement tentang Superfood,0%,"IDR 3,556.00",55,12,1,0,0,0,162,IDR 0.00,21.8181818182%,8.3333333333%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Bapak Wildansyah - Gula Darah Naik Terus Tiap Bulan - Superfood,0%,"IDR 2,714.00",37,12,1,0,0,0,162,IDR 0.00,32.4324324324%,8.3333333333%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Bapak Bejo Nugroho - Saya Sampai Mau Nangis - Metafiber,0%,IDR 179.00,3,1,0,0,0,0,524,IDR 0.00,33.3333333333%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull - Angle 6 Product,0%,IDR 628.00,3,0,0,1,1,0,162,IDR 0.00,0%,,33.3333333333%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Ibu Yayuk Sri Handayani - Opname Berkali-kali Karena Diabetes - Superfood,0%,"IDR 1,973.00",29,8,4,1,0,0,162,IDR 0.00,27.5862068966%,50%,3.4482758621%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang - Angle 1 Story - Dinyatakan Diabet,0%,IDR 881.00,26,13,3,0,0,0,162,IDR 0.00,50%,23.0769230769%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang - Angle 1 Story - Dinyatakan Diabet,0%,IDR 92.00,3,1,1,0,0,0,524,IDR 0.00,33.3333333333%,100%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull  - Angle 2 Product (broll MF) - Superfood,0%,"IDR 6,415.00",50,13,3,1,1,0,162,IDR 0.00,26%,23.0769230769%,2%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull - Angle 2 Story - Kena Diabet Sejak Pandemi,0%,IDR 26.00,3,2,0,0,0,0,524,IDR 0.00,66.6666666667%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull - Angle 2 Story - Kena Diabet Sejak Pandemi,0%,"IDR 5,079.00",23,9,3,0,0,0,162,IDR 0.00,39.1304347826%,33.3333333333%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"Expert - (Mirror IG) - Psikolog Imam - Inspirasien - Depresi Bisa Picu Diabetes ",0%,"IDR 21,606.00",302,91,11,4,1,0,156,IDR 0.00,30.1324503311%,12.0879120879%,1.3245033113%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"Expert - (Mirror IG) - Psikolog Imam - Inspirasien - Depresi Bisa Picu Diabetes ",0%,"IDR 82,534.00","4,209","1,657",195,90,31,0,338,IDR 0.00,39.3680209076%,11.7682558841%,2.1382751247%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
RC - Vidcall - Bapak Putra Nur Ramadhan  (Angle 2) - Alhamdulillah Kembali Normal - M3P,0%,"IDR 38,619.00",712,184,4,7,2,0,206,IDR 0.00,25.8426966292%,2.1739130435%,0.9831460674%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull  - Angle 5 Product - Superfood,0%,IDR 444.00,9,4,0,0,0,0,162,IDR 0.00,44.4444444444%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
MOFU 25 - VID - Kompilasi Mix - Diabetes Bisa Remisi - Metafiber,0%,"IDR 4,523.00",29,5,1,0,0,0,451,IDR 0.00,17.2413793103%,20%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
MOFU 25 - VID - Kompilasi Mix - Diabetes Bisa Remisi - Superfood,0%,"IDR 53,695.00",412,107,17,6,3,0,147,IDR 0.00,25.9708737864%,15.8878504673%,1.4563106796%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
EoA - VID - Host Live - 3Peptide,0%,"IDR 43,903.00",607,157,13,15,11,0,195,IDR 0.00,25.8649093904%,8.2802547771%,2.471169687%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
EoA - VID - Host Live - Metafiber,0%,"IDR 40,472.00",384,97,12,7,4,0,321,IDR 0.00,25.2604166667%,12.3711340206%,1.8229166667%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull - Angle 1 Product (broll MF) - Superfood,0%,IDR 149.00,7,2,0,0,0,0,162,IDR 0.00,28.5714285714%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
EoA - VID - Host Live - Superfood,0%,"IDR 11,888.00",107,17,2,0,0,0,155,IDR 0.00,15.8878504673%,11.7647058824%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull  - Angle 3 Product (broll MF) - Superfood,0%,"IDR 1,524.00",30,7,3,0,0,0,162,IDR 0.00,23.3333333333%,42.8571428571%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - Cutdown - Ibu Yuni Wayang x Dewi Yull - Angle 4 Product - Superfood,0%,IDR 175.00,4,0,0,1,0,0,162,IDR 0.00,0%,,25%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Long Script 1 - Dewi Yull (Master Vid) - Talking head + Broll - 3Peptide,0%,"IDR 74,177.00","2,168",367,67,16,6,0,206,IDR 0.00,16.9280442804%,18.2561307902%,0.7380073801%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
EoA - Dewi Yull (15 detik) mGanik Udah tersedia di dekat rumah bapak & Ibu - Superfood,0%,"IDR 73,910.00",635,201,114,17,10,0,155,IDR 0.00,31.6535433071%,56.7164179104%,2.6771653543%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown - Penyuluhan TK - Dewi Yull Statement Angle 2 - Superfood,0%,IDR 973.00,11,2,0,0,0,0,162,IDR 0.00,18.1818181818%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - BVA - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 2 Story (alt.2),0%,"IDR 2,918.00",59,0,0,3,2,0,162,IDR 0.00,0%,,5.0847457627%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - BVA - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 2 Story (alt.1),0%,IDR 148.00,7,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - BVA - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 2 Story (alt.1),0%,"IDR 5,155.00",105,0,0,4,0,0,162,IDR 0.00,0%,,3.8095238095%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - BVA Carousel - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Product - Superfood,0%,"IDR 2,094.00",27,0,0,0,0,0,162,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO - BVA Carousel - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 2 Product - Superfood,0%,"IDR 2,660.00",94,0,0,1,0,0,162,IDR 0.00,0%,,1.0638297872%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown - Penyuluhan TK - Dewi Yull Statement Angle 3,0%,"IDR 3,020.00",22,10,6,0,0,0,156,IDR 0.00,45.4545454545%,60%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown - Penyuluhan TK - Dewi Yull Statement Angle 3,0%,"IDR 3,884.00",54,17,3,0,0,0,338,IDR 0.00,31.4814814815%,17.6470588235%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA 2 - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Story - Metafiber,0%,"IDR 1,599.00",76,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 2 Product - Metafiber,0%,IDR 885.00,21,0,0,1,1,0,524,IDR 0.00,0%,,4.7619047619%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA Carousel - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Product - Superfood,0%,"IDR 5,349.00",113,0,0,5,1,0,162,IDR 0.00,0%,,4.4247787611%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA Carousel - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Product - Metafiber,0%,IDR 224.00,2,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA 2 - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Story - Superfood,0%,"IDR 3,210.00",93,0,0,3,3,0,162,IDR 0.00,0%,,3.2258064516%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
HERO  - BVA 1 - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Story - Metafiber,0%,IDR 93.00,5,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Cutdown - Penyuluhan TK - Dewi Yull Statement Angle 2 - Metafiber,0%,IDR 810.00,16,8,4,2,2,0,524,IDR 0.00,50%,50%,12.5%,0%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Expert - VID - dr. Kelvin - Penyuluhan Diabetes TK - Apa itu Remisi Diabetes?,0%,"IDR 7,021.00",65,27,7,1,0,0,229,IDR 0.00,41.5384615385%,25.9259259259%,1.5384615385%,,0%,⬛️⬛️⬛️ F,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
